# time = 2.000175010089e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.285528394426e-04 8.646890567640e+01 4.573045484507e+04 4.579386934163e+04 3.372911508179e+05 2.228660672879e+12 6.350800036896e-03
9.292603793733e-04 8.746232336527e+01 4.547020986691e+04 4.540995052934e+04 3.374841876377e+05 2.230204821508e+12 6.413693051990e-03
9.299910133368e-04 8.664366609343e+01 4.573144288214e+04 4.573139980299e+04 3.376119620083e+05 2.232610998165e+12 6.475350131081e-03
9.306836127583e-04 8.798645382544e+01 4.539906907365e+04 4.538739692702e+04 3.377214674485e+05 2.236084774516e+12 6.535106891762e-03
9.313493306250e-04 8.564334611818e+01 4.607488295847e+04 4.608817461438e+04 3.378037564780e+05 2.237045679708e+12 6.586662276101e-03
9.318875681541e-04 8.816999304980e+01 4.537624184367e+04 4.537624268192e+04 3.378345290516e+05 2.238293738644e+12 6.647450437133e-03
9.327282160923e-04 8.964854931433e+01 4.497819750736e+04 4.497801491062e+04 3.378608557159e+05 2.238752235265e+12 6.712454223676e-03
9.333377597532e-04 8.930118766904e+01 4.509268879856e+04 4.509268963157e+04 3.378830262157e+05 2.240384615202e+12 6.772264483539e-03
9.340677337723e-04 8.868579383713e+01 4.527441725752e+04 4.527426717658e+04 3.379859455780e+05 2.241478761788e+12 6.829530588872e-03
9.346291978259e-04 9.012094547975e+01 4.489647017143e+04 4.495350052409e+04 3.379816483363e+05 2.242359287866e+12 6.888315445689e-03
9.353723107827e-04 9.044300731561e+01 4.481595869400e+04 4.476400765725e+04 3.380042186669e+05 2.242798976888e+12 6.953229673698e-03
9.360646703944e-04 9.097300425847e+01 4.468901664589e+04 4.468901747143e+04 3.381397224268e+05 2.243890227741e+12 7.015668512279e-03
9.367450001666e-04 9.002149506796e+01 4.496841928751e+04 4.496842011822e+04 3.382953606175e+05 2.245977975175e+12 7.070809357756e-03
9.372897299302e-04 9.094712764768e+01 4.473641131149e+04 4.473641213791e+04 3.384195412656e+05 2.247149184893e+12 7.124462196828e-03
9.379248689642e-04 9.136883519885e+01 4.466032534648e+04 4.470049475762e+04 3.385002093804e+05 2.249970977339e+12 7.188894411654e-03
9.387001061199e-04 9.298064838171e+01 4.428199770894e+04 4.424215254504e+04 3.386603288227e+05 2.253184145671e+12 7.254630680018e-03
9.393388463779e-04 9.201874064175e+01 4.453122041085e+04 4.454071409476e+04 3.388567569978e+05 2.253266237040e+12 7.311384315252e-03
9.399336295270e-04 9.447910067933e+01 4.394205196593e+04 4.393318358353e+04 3.390646091545e+05 2.256383041372e+12 7.373095763558e-03
9.406451976845e-04 9.249204455146e+01 4.449402795358e+04 4.449402877553e+04 3.392353679102e+05 2.260206251905e+12 7.433714798813e-03
9.412444241050e-04 9.438086613071e+01 4.405408958054e+04 4.405409039436e+04 3.393495500276e+05 2.263568915077e+12 7.493899616960e-03
9.419205582658e-04 9.514071171156e+01 4.390052409446e+04 4.390052490545e+04 3.395952726821e+05 2.266533677539e+12 7.556091161209e-03
9.425517833444e-04 9.439535609888e+01 4.417092455747e+04 4.417019670054e+04 3.397610851471e+05 2.273481751705e+12 7.613360712729e-03
9.431339559134e-04 9.539410056706e+01 4.395373256310e+04 4.395373337506e+04 3.399837914380e+05 2.276131092273e+12 7.673902295289e-03
9.438210774035e-04 9.507057123198e+01 4.410321822880e+04 4.410278872806e+04 3.402118398685e+05 2.281852914819e+12 7.734145470576e-03
9.444012918410e-04 9.586639631886e+01 4.394564376838e+04 4.394564056122e+04 3.403784933166e+05 2.285146161481e+12 7.791092883394e-03
9.450091352633e-04 9.624580390363e+01 4.389089529893e+04 4.389396177984e+04 3.406490590355e+05 2.288352916419e+12 7.852950587683e-03
9.456867027738e-04 9.817195998576e+01 4.348782746248e+04 4.385216651157e+04 3.409269799985e+05 2.293575835090e+12 7.915042733392e-03
9.462741022807e-04 9.687947630415e+01 4.384272539447e+04 4.342113141544e+04 3.411413839021e+05 2.297264229862e+12 7.970259992971e-03
9.468266193317e-04 9.770585347406e+01 4.370648991375e+04 4.370649072115e+04 3.412762679527e+05 2.302611855473e+12 8.030531923518e-03
9.475078447517e-04 9.946997587990e+01 4.331383608497e+04 4.331383688512e+04 3.416089583280e+05 2.304800379416e+12 8.094434081669e-03
9.481114725265e-04 9.843467457609e+01 4.362978199897e+04 4.408541472273e+04 3.418296818696e+05 2.310871472505e+12 8.153244306975e-03
9.487027534677e-04 9.959109989167e+01 4.334948499884e+04 4.287786711578e+04 3.419102546166e+05 2.310252827805e+12 8.212427715929e-03
9.493000005982e-04 1.006880650646e+02 4.319116034327e+04 4.319086569583e+04 3.421650805873e+05 2.318507037150e+12 8.271707116884e-03
9.498802396160e-04 1.005386462794e+02 4.323096530537e+04 4.323096610399e+04 3.422713775236e+05 2.318963160904e+12 8.333238254389e-03
9.505240301586e-04 9.929371154988e+01 4.356589365911e+04 4.356588823185e+04 3.424727307954e+05 2.322752048569e+12 8.393651832462e-03
9.510971057625e-04 1.015505976850e+02 4.307913410264e+04 4.307913489845e+04 3.426089725774e+05 2.325892448360e+12 8.453471566263e-03
9.517021568297e-04 1.005309569189e+02 4.334415904285e+04 4.334415984355e+04 3.427242364048e+05 2.328532587419e+12 8.514155146216e-03
9.523043673228e-04 1.018967640658e+02 4.306033087342e+04 4.306032762873e+04 3.427933938111e+05 2.331080468724e+12 8.575171116051e-03
9.528997605102e-04 1.021327031115e+02 4.303569017121e+04 4.317022249230e+04 3.428229065087e+05 2.333583440304e+12 8.634677826312e-03
9.534696495184e-04 1.024388856591e+02 4.297314779721e+04 4.283762593961e+04 3.429547029066e+05 2.334160860455e+12 8.694127877381e-03
9.540604535553e-04 1.023386776580e+02 4.302035615467e+04 4.300491204651e+04 3.430536552915e+05 2.336297688513e+12 8.755346771292e-03
