# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.164970492342e-04 6.349157248062e+01 5.301305427963e+04 5.301304921145e+04 3.336288267126e+05 2.164531456522e+12 3.819112281368e-03
9.174309117781e-04 6.411144195477e+01 5.287468866164e+04 5.287468504038e+04 3.342586805449e+05 2.173585026745e+12 3.878837620647e-03
9.183602217806e-04 6.466266658487e+01 5.277680542107e+04 5.277680536637e+04 3.349367399790e+05 2.183165255286e+12 3.938755744438e-03
9.192841642638e-04 6.524709577001e+01 5.267017637808e+04 5.267017812344e+04 3.356405518326e+05 2.193016018010e+12 3.998745989108e-03
9.201990850728e-04 6.593556462519e+01 5.252198718302e+04 5.252198868729e+04 3.363491549281e+05 2.202948550608e+12 4.058585231019e-03
9.210992466780e-04 6.671761651302e+01 5.233441335433e+04 5.233441250194e+04 3.370403621550e+05 2.212698156517e+12 4.118179667696e-03
9.219855528693e-04 6.751983272217e+01 5.213545046042e+04 5.213544656965e+04 3.376864146961e+05 2.221976820353e+12 4.177660461457e-03
9.228611228961e-04 6.823047446546e+01 5.196635164089e+04 5.196634715409e+04 3.382617026847e+05 2.230450189127e+12 4.237225372003e-03
9.237315442613e-04 6.878596136845e+01 5.184126214073e+04 5.184125986637e+04 3.387283046460e+05 2.237413695755e+12 4.296999566392e-03
9.245990994599e-04 6.918866454425e+01 5.173503517617e+04 5.173503547536e+04 3.389762550626e+05 2.241306245515e+12 4.356954035513e-03
9.254646162758e-04 6.952053566285e+01 5.160851386547e+04 5.160851578822e+04 3.389767429172e+05 2.241749014319e+12 4.416961273243e-03
9.263254163577e-04 6.991910416411e+01 5.144133514038e+04 5.144133690001e+04 3.389553603764e+05 2.241132609276e+12 4.476883960095e-03
9.271786739019e-04 7.039323108135e+01 5.122848214033e+04 5.122848163102e+04 3.388563029780e+05 2.239290838129e+12 4.536594608354e-03
9.280219047087e-04 7.085781041205e+01 5.099802083562e+04 5.099801841395e+04 3.386655006303e+05 2.235806988883e+12 4.596175810970e-03
9.288603855515e-04 7.123454016181e+01 5.078087666366e+04 5.078087255844e+04 3.383799859696e+05 2.230744322045e+12 4.655814366572e-03
9.296963327451e-04 7.147242047330e+01 5.059805168577e+04 5.059804750720e+04 3.380084738944e+05 2.224276228571e+12 4.715582145002e-03
9.305328566399e-04 7.156183960162e+01 5.045704808267e+04 5.045704642481e+04 3.375719957721e+05 2.216749286766e+12 4.775515389468e-03
9.313713384408e-04 7.162092377049e+01 5.032386094993e+04 5.032386122782e+04 3.371210389057e+05 2.208961789932e+12 4.835566022794e-03
9.322097585888e-04 7.177588972712e+01 5.017185713948e+04 5.017185778227e+04 3.367457840527e+05 2.202385879891e+12 4.895573622037e-03
9.330434207925e-04 7.210666076012e+01 4.998939738090e+04 4.998939687864e+04 3.365517017821e+05 2.198259812707e+12 4.955405971542e-03
9.338693098390e-04 7.259692836665e+01 4.979232140764e+04 4.979231906318e+04 3.365421749656e+05 2.197176970241e+12 5.015065118650e-03
9.346869930055e-04 7.311797686216e+01 4.960505977765e+04 4.960505576987e+04 3.366132368150e+05 2.197444396691e+12 5.074617070528e-03
9.354982376193e-04 7.360133045644e+01 4.945369670071e+04 4.945369191549e+04 3.367547223785e+05 2.199151947739e+12 5.134247685300e-03
9.363073608549e-04 7.401383368299e+01 4.935257871341e+04 4.935257507780e+04 3.369878614636e+05 2.202522743455e+12 5.194048147240e-03
9.371141642364e-04 7.438753572260e+01 4.928817902585e+04 4.928817814516e+04 3.373117361214e+05 2.207466558157e+12 5.254017857800e-03
9.379197199680e-04 7.480958624794e+01 4.922646115430e+04 4.922646219165e+04 3.377225214227e+05 2.213790761778e+12 5.314082914733e-03
9.387199760032e-04 7.535559989866e+01 4.913599478084e+04 4.913599651960e+04 3.382090044421e+05 2.221132720349e+12 5.374055230047e-03
9.395114348610e-04 7.603125608767e+01 4.901121388958e+04 4.901121346602e+04 3.387526799368e+05 2.229161556723e+12 5.433830196414e-03
9.402923547706e-04 7.677393673518e+01 4.887134852687e+04 4.887134688967e+04 3.393362957112e+05 2.237620033369e+12 5.493458016132e-03
9.410647698143e-04 7.752587679572e+01 4.873430514769e+04 4.873430191114e+04 3.399424979938e+05 2.246339241118e+12 5.553035775387e-03
9.418293321443e-04 7.821308094299e+01 4.862378188989e+04 4.862377787082e+04 3.405526988949e+05 2.255245381575e+12 5.612626153259e-03
9.425885655056e-04 7.877660398856e+01 4.855771263255e+04 4.855770989765e+04 3.411502869787e+05 2.264281092315e+12 5.672376654349e-03
9.433462927154e-04 7.924270611748e+01 4.852500476451e+04 4.852500408292e+04 3.417260748973e+05 2.273345703794e+12 5.732353173280e-03
9.441023078264e-04 7.969691362402e+01 4.849359018565e+04 4.849359195662e+04 3.422719935482e+05 2.282181504493e+12 5.792443388601e-03
9.448542611571e-04 8.023286942878e+01 4.843046968512e+04 4.843047128747e+04 3.427767253132e+05 2.290595675896e+12 5.852485225763e-03
9.455989970908e-04 8.086476820547e+01 4.832803824640e+04 4.832803947079e+04 3.432207240881e+05 2.298302830166e+12 5.912381084760e-03
9.463356444672e-04 8.154626923135e+01 4.819041823001e+04 4.819041794003e+04 3.435524241805e+05 2.304412295955e+12 5.972093557672e-03
9.470635024194e-04 8.216327373502e+01 4.803707231522e+04 4.803707020557e+04 3.436907080831e+05 2.307601696552e+12 6.031683688252e-03
9.477861740742e-04 8.266777699865e+01 4.789023608859e+04 4.789023266337e+04 3.436816645792e+05 2.308446935516e+12 6.091307438006e-03
9.485059931194e-04 8.304853462842e+01 4.777080029554e+04 4.777079649687e+04 3.436042539875e+05 2.308346885391e+12 6.150982306191e-03
9.492232823495e-04 8.326756115062e+01 4.768783665251e+04 4.768783442023e+04 3.434662785606e+05 2.307156041049e+12 6.210797031116e-03
9.499426804464e-04 8.336804448752e+01 4.762267676654e+04 4.762267687226e+04 3.432331604438e+05 2.304503120911e+12 6.270818149510e-03
9.506631894209e-04 8.345279396483e+01 4.754322352659e+04 4.754322524280e+04 3.429040202305e+05 2.300363695947e+12 6.330928938334e-03
9.513832742472e-04 8.359974260658e+01 4.742835425978e+04 4.742835531629e+04 3.424900383729e+05 2.294947129794e+12 6.390981568261e-03
9.520998596320e-04 8.383704711523e+01 4.727604165789e+04 4.727604134926e+04 3.420202231512e+05 2.288738924611e+12 6.450880149461e-03
9.528122029431e-04 8.414814476115e+01 4.710150084477e+04 4.710149842638e+04 3.415432297401e+05 2.282492978632e+12 6.510611040665e-03
9.535195199554e-04 8.448897094784e+01 4.693183976239e+04 4.693183598093e+04 3.411309010495e+05 2.277255147545e+12 6.570227281972e-03
9.542234224345e-04 8.486328186260e+01 4.678529049944e+04 4.678528624731e+04 3.408619041288e+05 2.274518766645e+12 6.629812873678e-03
9.549237925784e-04 8.521062124736e+01 4.667885896341e+04 4.667885516721e+04 3.407843901686e+05 2.274220277726e+12 6.689492732560e-03
9.556241834666e-04 8.548800345120e+01 4.661352492583e+04 4.661352188436e+04 3.407721360478e+05 2.275480462615e+12 6.749316467972e-03
9.563233745781e-04 8.571112394854e+01 4.657508908182e+04 4.657508879917e+04 3.408400727523e+05 2.277578960523e+12 6.809274342569e-03
9.570232521483e-04 8.599630328411e+01 4.653566763620e+04 4.653566795656e+04 3.409978585580e+05 2.281002070732e+12 6.869323317858e-03
9.577199224062e-04 8.639534972138e+01 4.647757535520e+04 4.647757698798e+04 3.412471544771e+05 2.285529364545e+12 6.929337074112e-03
9.584125342439e-04 8.695185990263e+01 4.638636949106e+04 4.638636977687e+04 3.415810956659e+05 2.290973123286e+12 6.989225714881e-03
9.590974349939e-04 8.759692306142e+01 4.627983623861e+04 4.627983537916e+04 3.419881272920e+05 2.297115656443e+12 7.048967247970e-03
9.597765440972e-04 8.829166148557e+01 4.616732465670e+04 4.616688474433e+04 3.424520223694e+05 2.303785361892e+12 7.108637960243e-03
9.604491076495e-04 8.898605994511e+01 4.606175841485e+04 5.477697068429e+04 3.429538700730e+05 2.310879341233e+12 7.168236240983e-03
9.611160411101e-04 8.960811480354e+01 4.598221544479e+04 5.468237776788e+04 3.434761879933e+05 2.318345122571e+12 7.227920317384e-03
9.617812208522e-04 9.013462266033e+01 4.593383472163e+04 4.885486655503e+04 3.440053187014e+05 2.326133779813e+12 7.287711034783e-03
9.624427392342e-04 9.055097832243e+01 4.591902176031e+04 4.591890680378e+04 3.445304447892e+05 2.334166642294e+12 7.347538635550e-03
9.631026334283e-04 9.093125569420e+01 4.591599640287e+04 4.591599741098e+04 3.450444169552e+05 2.342347422871e+12 7.407494119318e-03
9.637614383615e-04 9.137132076633e+01 4.589688628773e+04 4.589688790196e+04 3.455445248572e+05 2.350526878129e+12 7.467563522536e-03
9.644174749500e-04 9.191133142722e+01 4.584813083672e+04 4.584813245478e+04 3.460309506575e+05 2.358454776324e+12 7.527577464580e-03
9.650673478966e-04 9.256128459495e+01 4.576404662905e+04 4.576404697262e+04 3.464989942652e+05 2.365831882356e+12 7.587425394165e-03
